transaction_id,customer_id,transaction_dt,amount,payment_method,status,notes
5e036d21-8462-46ca-afda-ec7187cba75d,32e9b2fc-e419-4dc4-8c4a-83e73cc0c0c6,2024-03-17 12:41:41,44.73,Credit Card,Settled,dolore exercitation ullamco minim aliqua do ut tempor
d426aa5e-e06b-480f-8725-c8e0c2eda711,8031c768-3844-4235-863f-6fb57441128e,2024-02-12 03:17:12,14.68,Cash,Settled,sed amet aliqua ad enim exercitation amet labore
4bd9a46e-6df4-4bd7-8641-18ac53ac8059,84359fac-f097-470d-8413-df93de613cce,2024-11-06 09:55:31,79.82,Credit Card,Settled,quis nostrud ex minim dolore sed consectetur laboris
da4e0127-39b1-4b98-b11a-b1fdeef5fce0,1ba2120d-59d7-4686-9f62-b7938c55f41a,2024-12-18 21:16:17,50.79,Credit Card,Settled,dolor enim lorem nisi amet ea ad elit
9606b0a6-cbae-47f6-a3c4-172f3ebd30d5,287ad888-ed23-4976-bc3d-051f1eedb03e,2024-12-09 10:25:16,50.08,Debit Card,Settled,nostrud quis eiusmod veniam commodo ullamco consectetur ad
8aa708a0-ec61-4fed-b118-4a6ce1a814b6,ae488255-63ed-4a1d-9e71-cdcf9ef6af4c,2025-07-17 07:09:25,107.21,Credit Card,Declined,amet ad ex ut veniam sit aliquip magna
e88da3dc-2540-4882-af87-95a1af7f9147,ddef7392-0417-43ac-8a41-8b2d9564c176,2024-05-19 05:04:24,84.92,Credit Card,Settled,sed nisi ut do sed commodo nostrud ea
db0b5465-c745-4711-8774-b0d93d809ec1,6c6d205d-09e4-48d7-b37f-d15245159ef1,2025-09-05 16:06:06,47.1,Credit Card,Settled,amet dolor magna adipiscing veniam lorem sit incididunt
867f637c-8df9-47d0-a738-4bfd689d2951,922ccd40-8e46-472b-aafe-ed70e05e66c9,2024-02-27 09:06:12,87.3,Credit Card,Settled,ullamco exercitation dolor minim enim elit quis ipsum
3dcd2e17-d2ed-4b4f-8e36-bfa5b3d84943,d248bb39-6d7e-4137-a975-0413b8bf5a6c,2024-04-28 13:10:24,75.85,Cash,Settled,sit ut dolor commodo dolore exercitation consequat labore
cb76081c-147b-4373-bcf0-971c82602277,5e267423-bead-4b13-bc93-96cfdeddfd9e,2024-02-15 22:39:37,59.49,Debit Card,Pending,ex sit labore do amet consequat laboris quis
daaa02f4-b5c4-427c-b4ba-18bceafc83da,530859f1-1742-4793-8ec3-c6b684c5f4b5,2024-02-14 17:41:29,23.43,Credit Card,Settled,minim aliquip laboris elit ad ullamco ut exercitation
8cba9ac3-c363-4ea0-a2c0-95d784517fe0,8fb91637-8afb-4d01-afce-177a1e2f9e31,2025-04-29 20:06:25,91.28,Credit Card,Settled,et labore ipsum amet aliqua amet ipsum ex
5cb9fe42-b2b2-4fdd-9849-972decf09ee2,26646e05-e6da-4124-92f5-63d9e60aced9,2025-03-09 07:31:20,41.25,Credit Card,Declined,sit adipiscing incididunt incididunt consequat incididunt magna nostrud
eb824e9b-0f03-481b-9322-660e58dbbd24,a8dca280-27e6-4e94-b917-4cb755043ea3,2024-03-31 02:00:15,103.61,Credit Card,Pending,ut nostrud ullamco laboris laboris lorem ullamco elit
7db02067-ef72-4fd8-8444-3ac9032134a5,b6f61128-bd89-49a8-8383-23ddbd16ef5d,2024-11-13 23:42:55,128.44,Credit Card,Settled,enim exercitation laboris dolore lorem amet nisi exercitation
91c7cae5-b1d8-491e-bdad-9230eb0d5a65,4358b6dc-f0f6-48c9-bf15-553c5615562c,2024-05-07 00:39:25,7.44,Credit Card,Settled,dolore amet labore amet commodo ex ullamco ut
b2d9e0c1-7609-483c-abe2-9465cbc0c8ae,aca5d310-d8d0-41de-a99a-32e22c27af65,2024-03-21 01:25:36,9.17,Credit Card,Settled,magna elit ut ut adipiscing sit aliquip adipiscing
83930ae1-01d6-4032-bae5-d5b93b1929bb,e205c293-9b8b-48cf-ab04-72fa7bd6b4f1,2024-12-01 10:54:09,35.11,Credit Card,Settled,commodo elit amet quis do adipiscing minim tempor
df4b2e0e-9d8b-47ae-bfa9-930a9e90033e,85587838-eb62-4249-a781-02845fbf83bb,2025-04-21 08:29:50,53.32,Credit Card,Settled,magna nostrud ut adipiscing ut tempor minim elit
ae826ca4-fb70-4575-b3d0-d0c2fa0cc345,fa07b611-0b88-43ad-90f3-dd10eca76d87,2025-06-23 11:16:55,87.64,Debit Card,Settled,elit ut labore ex veniam aliquip sit veniam
52fe079e-6556-46ee-be33-2b13f7c467f2,0d38d0e7-f938-480d-bdb9-e76ad36044b3,2024-04-24 17:57:06,33.18,Credit Card,Settled,consectetur ipsum ea adipiscing ex aliquip adipiscing ex
160748e9-5d50-4243-b0f5-cb63ae50ab83,eff7fd65-28ac-4643-955a-d6b6ba12e0ab,2024-08-31 05:01:32,93.8,Debit Card,Settled,et exercitation sed ut dolore nostrud quis sit
0b6c581d-def4-4ecd-9da4-5e4f3be94b8a,2bde4f7a-268f-498b-b6e5-4693548bba2c,2025-06-07 08:36:46,130.46,Credit Card,Settled,ut veniam ut minim ex magna laboris laboris
754749eb-d55c-4159-8d76-47ad2c4837df,2255c560-7e27-44ad-88c8-e7536621f224,2025-07-16 03:14:45,8.52,Credit Card,Settled,labore nisi ut laboris quis sit aliquip et
d3658295-e928-4a1b-9f7e-2b23d06a7530,672225a3-05fd-40f6-9f29-ab1c7eab91f8,2025-04-21 08:17:28,97.6,Credit Card,Settled,nisi ex sit nostrud tempor do aliqua lorem
59e35c4f-3405-4dc7-ae44-173fb0de0964,f848ec25-e6dd-4718-800a-860d9df489dc,2024-08-25 06:32:31,68.5,Credit Card,Settled,ut labore dolor sed veniam adipiscing aliqua amet
1b66fdc8-9e63-4ca1-a760-0755ea0b81fe,cf49e440-67eb-4a86-b9ae-f83f71c6caed,2025-01-09 13:12:01,110.2,ACH,Settled,ea aliquip labore aliquip incididunt amet eiusmod veniam
90023be3-1f70-41f4-a4ef-5f5ebc3d103b,a35cb28b-c9fa-4c7c-b366-2bcacc3f0b53,2024-05-20 07:09:59,54.75,Credit Card,Settled,ut commodo minim nostrud do do consectetur exercitation
ef578acd-f79c-4fe3-ab79-8601e98b643b,c3fabb49-e6f8-4412-b1a3-c35d8138ab9b,2024-09-28 15:13:28,7.13,Credit Card,Settled,enim dolore nostrud dolor amet ipsum ut nisi
5c447987-42cb-41b2-9186-5232b78bed0e,57a1320f-8ac2-4c3b-82c8-003e96485011,2024-02-05 00:48:51,157.71,Credit Card,Settled,aliqua enim et aliqua ut ut sed magna
d1d23c65-ca8c-4039-b187-5f0f572b7f9b,bb342294-0f36-45d1-847c-b0f7dc46ba90,2025-07-08 15:20:57,72.05,Credit Card,Settled,ipsum dolor ipsum eiusmod nisi ut do ea
7aaa6908-c6ff-41df-a50a-bbdabf9550a6,0c5092a0-084e-4c4a-ab7b-d598b11d3051,2024-04-11 18:03:52,66.33,Credit Card,Settled,consequat aliquip commodo consequat do amet dolore ex
11085a2e-9ace-4150-a343-15711b492c29,7e2cf2ca-6c07-4b96-af72-ac276a12b707,2024-07-12 15:17:09,32.66,Credit Card,Settled,minim quis commodo ut dolore elit incididunt commodo
8d7ef997-abf0-4ab7-b265-b90cdc8844cc,8206c028-a67c-4598-bb57-c00879bf4986,2025-06-29 04:30:12,35.67,Credit Card,Settled,minim ex ut do laboris ut aliquip ut
0d0bf347-58bf-44de-884f-7d1ea09ca566,d45c2b2f-58e8-4d9e-ac23-7f20aa8c67dc,2024-03-17 11:31:20,31.54,Credit Card,Settled,quis ut dolor laboris ad ullamco laboris do
aa040efe-b21e-4d9d-9fd7-d0369d211474,f2976c0d-2606-4563-bba6-3e1dbe244d7a,2025-06-28 09:24:23,49.3,Credit Card,Settled,ex magna nisi ad labore ad ullamco consequat
415f7e3e-ab29-4854-94b3-9cbe7ceae818,ae496bc0-97f3-4700-b0b3-7fdde9a8ecd8,2025-08-24 07:36:42,129.66,ACH,Settled,ad incididunt commodo minim sit magna consectetur quis
f0a9b929-f107-4d6d-aaca-a5e264621047,6bdafe67-b470-4ab1-8ba1-f1d5a85fa0f0,2025-01-20 04:10:51,109.02,Debit Card,Settled,aliqua dolor laboris ea nostrud tempor consequat minim
a70b71aa-3c9f-4f24-8326-60f03f00c960,8a7c85a0-4cb2-440b-8bc5-c92c2d9200c1,2025-06-15 10:27:17,116.09,Credit Card,Pending,laboris nostrud consequat nisi nostrud dolor labore tempor
6ee75e49-bf66-4079-a248-7ae44eb7903e,46f5a183-61c1-4caf-9ef3-0e4c383fb090,2025-01-19 22:01:01,56.65,Debit Card,Settled,ipsum sit ut et magna et veniam magna
acaa182f-c500-4b13-a2ae-78136727ef63,c7b8a1d2-1a89-4bae-9520-acc254616425,2025-06-20 09:39:00,92.06,Credit Card,Settled,elit sit minim enim do laboris lorem ut
cf2c061b-46ee-45e9-a1d6-685ee3af126b,e804a9c9-7e00-47f2-af3e-3787c02bedec,2024-08-22 19:43:07,101.55,Credit Card,Declined,quis minim labore consequat eiusmod labore dolor dolore
b7a5b350-d8de-4526-9a4e-faef7ac21f9e,fadfee75-962e-4d39-8633-d309e48c1f79,2024-04-26 17:19:17,37.9,Credit Card,Settled,commodo ullamco eiusmod sed adipiscing ipsum sit nisi
c231bc3b-5245-4da5-8628-2bdab538e1a4,d8b14a01-e6c6-48cb-8852-6028a24b052d,2024-01-16 02:50:11,85.62,Credit Card,Settled,consequat nostrud magna nostrud nisi laboris nostrud dolor
bb6b68c1-8121-443b-b0e9-e4447d97371d,b8246b26-e6c9-43f5-a09c-a3744c7611a0,2024-03-28 13:39:57,14.33,Debit Card,Settled,sit consectetur ut lorem tempor dolore ut amet
f5895cfd-b083-4156-8ae2-4472ea0b8e51,58d0bf67-43e6-483a-99a1-ad615ffca3f0,2024-07-31 05:56:49,17.27,Debit Card,Settled,ut nostrud incididunt lorem dolor tempor exercitation ut
716b02ea-2767-4e84-ae6a-3449c5dc05ad,c9cf1909-1867-449f-ad7a-2e7e31d4733a,2024-11-04 20:48:13,237.96,Credit Card,Settled,elit consequat consequat tempor veniam aliqua ut veniam
8266a5f2-13ba-4264-ad27-7599cceda234,79291af7-898c-4755-8cc8-55eb05bc7d90,2024-09-30 08:15:26,32.75,Credit Card,Settled,sed enim consequat minim adipiscing elit eiusmod et
d07812ba-559b-4255-952d-7c15ae6e8a87,07a5cca2-0310-4390-b054-81c0176b3188,2025-01-25 18:40:03,43.43,Credit Card,Settled,ipsum quis exercitation tempor enim ex quis et
2a1de205-df93-4a34-94bd-a17d6cce64e7,8e1ead7f-2ee7-438e-99df-366851205df4,2024-06-18 04:20:11,90.0,Credit Card,Settled,laboris et commodo minim dolore aliquip do enim
d05d14b1-ef0c-452d-bc62-67047494dca8,c44ec4a4-4834-45a6-8655-0973bb29dc8a,2025-03-30 22:57:59,11.36,Credit Card,Settled,aliquip commodo quis aliqua consectetur ullamco ea ea
646a9364-f5bd-44fe-88e2-7ae6463a2961,88031bc3-3f93-47ab-a618-45d6402cc4de,2025-07-11 06:07:47,98.17,Credit Card,Settled,tempor magna ut labore consequat ut ipsum ullamco
2ce46bff-3767-45ab-8d59-31274a7dc382,1972a936-40eb-4a20-9da2-dbdf83c9828c,2025-02-11 11:59:36,134.24,Credit Card,Settled,aliqua ullamco tempor ad consectetur laboris consectetur adipiscing
a180caf5-c565-49f0-88bf-f938da25deb5,387b3706-5a33-45de-9725-826f45c57ec5,2024-01-19 14:01:01,54.72,ACH,Settled,adipiscing ullamco aliqua veniam labore nostrud eiusmod ut
dfb95a15-1d40-43d3-93c7-e3312613f392,5e8f0455-6e1e-404f-9654-7ee13a995ed8,2025-03-07 21:30:28,30.46,Cash,Settled,ad aliqua lorem amet aliqua lorem quis ut
0094c124-0f7a-4d7f-9e66-c662149c0b6f,c44d8803-99bc-4c79-93a4-2b249dc1f4bc,2025-09-10 07:32:13,15.73,Credit Card,Settled,aliqua ut tempor sed consequat ipsum elit commodo
ac8a2549-e335-4494-a56f-ae6438dd8caf,34db7590-bbc6-47f4-9ae0-d61ebc250b64,2025-07-06 05:26:33,60.43,Credit Card,Settled,nostrud do magna minim minim do consequat sit
c1addca1-a087-4d9e-8070-bc65ce5f6bd6,f4ba4a5a-9315-4e28-9dd1-ec8cf2345506,2024-11-05 08:59:48,44.94,Debit Card,Settled,ad et dolor elit magna nisi ullamco quis
d4599d86-4005-41c8-a501-b83af3a04097,1695b248-3767-4adc-b68a-913b77983ff9,2024-01-29 13:20:11,92.73,Credit Card,Pending,sed dolor elit adipiscing elit aliquip ut eiusmod
e494e122-270f-446f-a3af-f18b73a7548e,0cc71e49-ac9d-4cd6-a940-249b2121b613,2024-09-13 05:20:09,26.37,Credit Card,Settled,amet do dolor magna consectetur adipiscing consectetur dolore
e0fcedcc-9523-4580-aff0-dce931d49ed6,851a6ae5-6462-422e-bd83-fa65b7ef38c3,2025-04-17 21:31:36,37.11,Credit Card,Settled,laboris adipiscing nisi incididunt ipsum labore enim et
53b3266f-081b-4977-9a9c-f7bf4c4d8e76,11add6d8-235e-46d8-b072-9f3fb6fd50c6,2024-07-28 09:45:41,18.03,Debit Card,Settled,tempor ut minim minim ad adipiscing ex sit
958878fe-e890-4c25-8abc-02a319c0b25c,0cc71e49-ac9d-4cd6-a940-249b2121b613,2025-02-09 10:58:27,24.8,Debit Card,Pending,nostrud adipiscing aliqua sed sit eiusmod minim ut
9803a003-9119-411c-b38a-e34588609827,845863fe-c714-4b2b-a573-e5bee6291825,2024-07-03 11:10:36,51.61,Credit Card,Settled,ut incididunt aliqua ad ut amet enim nisi
f50a0a85-4b96-4500-87d3-fef079e729bc,9cd345dc-173b-4ac7-9e36-4f3b474bcf9a,2024-06-07 18:47:14,65.46,ACH,Settled,elit dolor sit ut laboris veniam ipsum nostrud
ec2ac460-f9ad-4a7b-913b-c2bf610c1c86,45fc9227-1350-4a1f-a790-e2b8ffdbf8b7,2024-06-06 17:35:51,19.62,Debit Card,Pending,veniam amet consectetur ipsum ad exercitation eiusmod laboris
345422c4-999d-4329-afc5-6a41e8834f8e,19ce2800-f251-4d01-b292-da8cd5a604ba,2024-03-26 19:04:06,47.25,Debit Card,Settled,sed laboris ut labore commodo eiusmod ipsum enim
26b1729f-42a9-4a8d-b279-48be57dde78b,9e1a80c2-ec56-4c79-b2fd-6ea941b2cb8b,2025-08-21 16:33:14,16.47,Credit Card,Settled,ipsum sed exercitation adipiscing ut eiusmod amet do
95a486fe-408f-4e43-8185-0250cd90e792,b6f61128-bd89-49a8-8383-23ddbd16ef5d,2025-07-29 15:39:57,40.15,Credit Card,Settled,commodo enim incididunt nisi enim labore aliquip aliquip
3b61a7e0-f282-4cb9-a63e-100b3e7cc2cc,b5e0b8ae-874c-490e-8c23-c29bed7812da,2025-02-09 19:13:58,79.55,Cash,Settled,commodo veniam do aliquip labore nostrud eiusmod sed
9c8174a8-db4d-4e5d-bb0c-3dc99aaa4aac,06081d88-4467-4cc8-97e7-174bbfeddd83,2025-01-14 12:25:05,65.01,Credit Card,Settled,ullamco consequat consectetur aliquip sit exercitation veniam lorem
2fc79a68-c161-4ff5-bc64-4e7f0c366a50,cc75c5ae-24ce-46d3-8579-2511fb61c603,2024-03-22 16:12:54,51.38,Cash,Settled,nostrud ut ullamco magna aliqua exercitation nisi incididunt
779c1a85-70b8-4802-a539-0c964247cb2a,bd9c5ca1-2376-49c9-9e9e-d08a528d6cb8,2025-05-15 01:04:01,145.21,Credit Card,Settled,ullamco aliqua ut magna veniam ipsum aliqua ex
95963507-45e9-4b61-b0ab-f19e3cdea5dd,4b80495d-6b32-46e9-acc2-9feda77ef86d,2025-08-21 19:43:10,44.34,Credit Card,Settled,veniam do ullamco aliqua consectetur exercitation adipiscing consectetur
aa82497a-2ef1-4840-9b2d-ea3b8c6efc69,04dd6358-292f-496b-9750-0bc7d9076b32,2025-07-11 08:22:21,53.16,Credit Card,Settled,veniam commodo quis magna ea sit ullamco commodo
3792f670-c8d2-43ed-947f-ba7137d15d46,09904167-46da-4869-ba66-b198d009ac7c,2024-10-22 21:43:36,6.44,Credit Card,Settled,veniam labore ipsum consectetur minim nisi amet ut
f686f8c0-870a-4ee8-9383-caeb431697dc,63aca6fc-c9cc-4acc-b50a-2fe7b5f521b9,2024-07-13 03:46:57,84.3,Credit Card,Settled,do exercitation ea do ullamco lorem consequat veniam
f8c5c7d6-83ed-4ab2-a87d-e9c4b6c998f6,9231e1a8-6d69-4ccb-99c6-ffe0c35f7ffb,2025-07-19 01:38:56,20.18,Credit Card,Pending,exercitation ut dolor eiusmod magna ut minim do
c13a30b2-3276-497a-9131-f92758d151d6,26646e05-e6da-4124-92f5-63d9e60aced9,2025-06-10 10:38:24,95.45,Credit Card,Settled,magna enim dolore aliquip amet consectetur magna tempor
8358ee5a-cb61-4f1a-a8bc-94be193137ff,5fd469c9-c73d-4f1b-81a6-5c3722424bb5,2024-02-05 20:29:39,79.03,Credit Card,Settled,aliqua veniam elit ex enim ex aliquip sit
c57ad802-7901-4224-8ec7-98fd58b55c07,1c8eafe6-3486-433b-ad1c-765679d889e4,2024-08-18 09:56:07,47.05,ACH,Settled,consectetur veniam ut ea do ut ut nisi
ac923402-7188-420c-bb41-4bbab414c5b4,4d5c70ef-1fae-428f-8035-2138bbf8a951,2024-11-30 12:57:01,78.01,Credit Card,Settled,veniam quis consectetur sit aliqua veniam aliquip ut
f9f88ec0-686c-4f64-a286-a46994b8a0e6,af16709e-0960-46bb-bd42-436f214deb1d,2024-12-14 05:01:52,15.15,Credit Card,Settled,nisi ex aliquip commodo minim enim ea amet
350b83f5-0346-4a12-9de0-8365ddd12872,903caccb-daf7-4c81-ade1-dafb747e4f96,2024-04-22 10:58:26,75.86,Credit Card,Settled,enim ea ex veniam amet consequat ipsum aliquip
c2cd8571-e473-4caf-a398-d03347dc0d59,9d8f2288-a336-43cb-9849-84033f196983,2025-07-23 00:50:45,99.13,ACH,Settled,consectetur do aliquip veniam ea lorem ut adipiscing
63be37d2-d1dd-41a5-9323-06c6ce9c4599,c01d0319-37e0-406b-95e2-1899a340c047,2024-10-13 12:43:46,12.99,Credit Card,Settled,amet dolore veniam magna ex sit eiusmod dolore
bd0b6b93-16a3-4e47-817d-3d18b76f2543,236246b8-2747-4355-a330-f2876798d20b,2025-06-10 22:50:43,91.27,Credit Card,Settled,enim consequat eiusmod magna sed elit do exercitation
5af3994f-d0b8-40b7-84fc-946a0c2ce822,11add6d8-235e-46d8-b072-9f3fb6fd50c6,2024-09-24 21:36:09,115.26,Debit Card,Settled,consectetur ut sed amet magna veniam commodo magna
4f06c131-2073-4aee-a9a7-fbf8a9cd7d49,d7b6a4bc-81eb-45e5-90be-917cca030eec,2024-09-04 04:26:25,61.05,Credit Card,Settled,dolore quis et ut labore lorem ipsum incididunt
45e09bbf-ddeb-4236-bb5d-ee4229c07b7e,7deac6d6-660a-4337-b81b-91d59abc8983,2025-04-26 19:31:07,30.78,Credit Card,Settled,ut commodo aliqua aliquip aliqua magna incididunt nostrud
e0db6aab-01c8-4784-ba84-ab60948d5497,d7f80683-1b79-4828-8d4a-93093ba87ea8,2024-04-19 22:34:11,24.21,Credit Card,Settled,commodo nisi adipiscing laboris dolore et elit dolor
958f4b3a-25f1-4f39-bb42-dc8f7697bfbf,6c7059db-7fe4-406f-b49b-fa1e796fbc17,2025-07-16 21:49:07,33.76,ACH,Settled,tempor eiusmod ipsum ut aliquip elit ut veniam
0a75f8a9-49da-47f7-a363-8892b8c3e040,88603f45-9d21-4fbf-91f6-d71081d9e8e5,2024-04-21 11:38:33,56.47,ACH,Settled,minim quis ex elit ullamco aliqua ad dolore
3a5dce47-dcf8-48f6-84ca-5f513f72c435,37b3d61b-3cef-431c-b402-b9ea8cead6cd,2025-05-24 22:58:25,117.65,Credit Card,Settled,ut amet quis laboris enim ut elit dolor
777f34ec-a28a-4f00-af9e-e0f0075958f7,5c4c1740-735b-4b42-ab70-61cb1998c9d8,2025-06-27 11:44:12,2.86,Credit Card,Pending,enim amet eiusmod adipiscing ullamco ad enim ut
f2c63e37-4977-4e66-ac9b-91106abd46b9,62e62250-ea6f-4b60-876f-3eee8efdfa16,2025-06-12 22:16:15,23.56,Debit Card,Settled,consequat ea consequat aliquip lorem aliquip elit amet
421dbb72-d625-4467-a8c3-926236d70cd2,b5ef9ddc-077d-499d-9863-257b81c900a5,2025-09-10 10:17:09,50.45,ACH,Settled,amet ex do eiusmod quis adipiscing adipiscing consequat
919f8dad-879f-41ff-9552-5e8260cff982,79291af7-898c-4755-8cc8-55eb05bc7d90,2024-08-18 00:50:16,99.16,Credit Card,Settled,incididunt exercitation dolor dolore dolor adipiscing commodo exercitation
6f863b0f-4665-469e-be36-511c9cc0bd5e,831c3b0e-c382-4bfa-b2cf-8cd9baddc2c1,2024-04-11 16:03:51,77.73,Debit Card,Settled,eiusmod sed aliquip ea exercitation labore exercitation ut
6d8c6d1e-edd8-40ba-93c0-c1a4c1aeecc6,85a8fbeb-29bb-4759-a426-4ada5456d78d,2024-10-27 09:26:08,66.1,Credit Card,Settled,magna aliquip adipiscing sit nisi ea tempor amet
cea1b115-ba44-4076-8b3d-637f5bb69245,beb52b34-1490-4fe8-a5c2-56d077988b9a,2024-10-21 14:39:58,82.93,ACH,Settled,veniam et dolor et sit sed sed amet
f6d77523-c61a-40ca-9809-2d3cd612944e,1128d6e3-0168-4607-bda5-3082ce8a2a63,2025-07-07 12:05:12,72.19,Credit Card,Declined,ut amet dolor do quis ullamco adipiscing veniam
4315aa4d-ee89-451a-978b-f48731b2dfd7,c18810d3-9596-47e8-bdd7-3361281f1f13,2024-01-08 15:45:11,58.21,ACH,Settled,eiusmod aliquip do tempor nisi minim ad do
62868013-3dd6-4399-b3ba-2464ba97b8e4,4edda21d-93b4-43df-b8a4-abdcfe35fdea,2024-01-01 03:49:08,127.48,Credit Card,Settled,veniam elit do ea ad aliqua ut elit
a4cee93e-42e1-4cb7-8565-1415069ef3eb,22f327c9-0d54-45c7-8e41-09c9070fe799,2024-11-26 15:37:36,42.93,Credit Card,Settled,laboris tempor do sit adipiscing quis et consectetur
060f053c-94cd-4798-ae98-286fecff31f8,05fbc782-97d9-419d-b3ed-f6344d484527,2024-09-13 19:07:37,16.25,Credit Card,Settled,labore dolore aliquip eiusmod exercitation ad aliqua nisi
64b5dffa-3264-4669-90ad-ab510141ad69,c0bab6a8-465c-4de4-9113-8cbd4cf4f25b,2024-01-01 15:33:44,52.33,Credit Card,Settled,ut amet magna eiusmod incididunt sed quis ea
d855d270-8f11-4538-acc8-b54a643ab7e5,4e9d23ff-0083-4802-8884-d8bfc57a55ee,2025-04-03 10:42:55,175.05,Credit Card,Settled,adipiscing exercitation ut quis incididunt ex adipiscing quis
7eb44699-18f6-4127-8156-659ce6755e0c,2cf16fd4-f29b-4cb4-ad23-4a9885ae528b,2025-02-17 10:21:47,47.74,Credit Card,Settled,exercitation aliqua dolor lorem ut tempor eiusmod quis
d9686c28-0d7f-4761-b4cc-8f03a41b37cf,682501fd-594a-4a30-80ba-542ce7f54833,2024-10-16 17:41:04,29.26,Credit Card,Settled,magna et do sit magna adipiscing et veniam
5f63982d-3796-44ca-98ab-7e1ced19f2df,dc717d7c-28cd-4d3d-9bd8-1e491e44704e,2024-06-10 00:23:30,23.25,Credit Card,Settled,ut enim labore eiusmod ullamco ullamco ad veniam
ebbcc1a8-d5f1-4bc0-a40b-5531748ebc15,2d35f100-a9b8-4248-bca5-dd14a5a959cd,2024-12-12 08:05:37,51.29,Debit Card,Settled,aliquip adipiscing elit consectetur aliqua consectetur commodo magna
059795c7-18f4-4af3-9dcf-47a1759724ae,7a4dc202-4777-4288-91f3-34e1f39de42d,2025-05-09 01:34:16,192.87,Credit Card,Settled,commodo sed quis exercitation sit sit incididunt ea
12c713d7-9898-4bde-bc23-0246899f8e19,fe66cf97-e87a-4f6b-9158-1f68a4b417dc,2024-10-26 10:04:20,97.31,Credit Card,Settled,sit laboris ut commodo nisi nisi ut dolore
3ee67164-5b0e-4c27-ae65-76590194a885,0a736204-550c-41a1-b991-73c0e04f2d97,2024-04-24 13:53:38,21.1,Credit Card,Declined,et eiusmod sit ut veniam commodo quis consectetur
5fb43dc1-bff2-442d-bf4f-8907d2eed349,bc53fbb0-fce8-44b4-bcc6-12f708573fb4,2024-06-19 23:05:32,119.52,ACH,Settled,laboris eiusmod adipiscing consequat nisi minim elit labore
b023c2b2-b699-48dd-b809-c363cebb3699,1d6dc174-eefd-4d47-97d9-1d5e50da0460,2025-04-06 00:53:12,59.83,Debit Card,Settled,ex veniam minim eiusmod minim ut adipiscing tempor
4de2ebca-f525-4b17-919e-5788072ffc7a,be8dd2a4-73cd-49b9-bdc5-3f53036c782a,2025-07-21 08:14:06,12.67,Credit Card,Settled,quis nostrud ea ipsum tempor sit aliqua incididunt
ab80aee8-5ee4-40ef-8511-da066c3563b6,d4cfdfc0-9139-4a22-8bba-77dace5a5dc5,2024-03-26 15:08:38,77.07,ACH,Settled,adipiscing elit exercitation do magna ea ad nostrud
a338fb46-10e3-4c57-9b75-9c986f1b07fa,5f832cdc-93de-436f-8d51-6deeb9d5b50c,2024-07-23 06:12:51,33.45,Debit Card,Settled,sed do aliqua sit labore do enim ut
61c4e42f-59d3-4690-af7c-92848a3ff202,0b345cd7-4762-4961-8d79-9ddfe94295f4,2024-06-06 11:35:23,50.48,Credit Card,Settled,amet elit do enim exercitation laboris do consectetur
f0ab69c4-a5ac-4165-acdd-7042aa9598aa,fb32afbd-a9cc-4fcd-9774-3fad0c20f6b6,2025-01-24 00:32:13,22.73,Debit Card,Settled,labore elit ex minim exercitation ullamco adipiscing nostrud
cfb7d850-cb87-469a-b7dd-b299bc16c780,aeb7e412-73e3-44b8-b489-4d6ba77e83aa,2025-05-06 23:40:20,57.61,Credit Card,Settled,sed labore amet amet ut veniam ut ut
288ff71a-1741-425a-b966-d805a34b47d3,28769bc4-ef4e-47db-9ffc-be7bbdb7e5d1,2025-07-09 07:10:13,39.33,ACH,Settled,minim elit eiusmod incididunt do enim amet amet
4d08bc26-fb23-48ef-ba8c-d3f46a415930,ff516e07-ec0a-47b6-8865-deba52975af3,2025-04-05 12:02:52,50.48,Credit Card,Settled,eiusmod eiusmod elit ad incididunt enim aliqua ipsum
fd3116f3-4583-451a-9ce7-73a83c137da4,fb31b6e5-ec62-49bf-8038-34abcfbacf62,2025-09-08 17:42:32,30.98,Debit Card,Settled,lorem elit sed et ut magna amet ut
e903bc3c-ecbb-4dfe-b3e4-52f5b7e041a3,0299d1be-0041-4d8a-8765-fa429213bcdd,2024-10-11 07:40:32,27.56,ACH,Settled,tempor nostrud commodo laboris ea nostrud tempor veniam
a83ff30b-6c12-434b-aeb8-2d2fe81d1f60,18f95104-0c2e-4f47-bb65-8cb1c3eb05c1,2024-05-25 11:22:47,34.79,Credit Card,Settled,consectetur exercitation dolor ea eiusmod et elit ut
ba138e94-b25f-4a7f-9b9b-6b378588fd06,c0b7b6b8-017c-4a3f-aa0d-6865353af518,2024-04-12 07:23:31,140.29,Credit Card,Settled,incididunt ex adipiscing sit aliquip tempor laboris ipsum
ae85706c-38f0-430b-9d9e-f76f59eeb3d0,d13590a9-cd1b-4de6-b5b8-fd4d4fc73cf6,2025-03-05 13:01:12,21.92,Credit Card,Settled,nostrud veniam et enim nostrud labore nisi ut
cd3f94c9-cb2f-4146-9452-24b68248563d,9a04e02b-b866-4ca7-9aa3-15890aaf2e3b,2024-02-28 11:20:05,0.69,Credit Card,Settled,exercitation nostrud enim laboris consectetur ad minim enim
f17863f8-a2bf-4b8a-b378-13aec9923273,3428d76d-3c98-4900-b8bc-0207c2855082,2025-04-05 00:50:17,52.32,Credit Card,Settled,consectetur consectetur magna veniam nisi ut quis eiusmod
