respondent_id,submitted_at,city,age,gender,channel,nps,sat_overall,ease_of_use,cs_response_time,feature_importance,open_feedback
55b2edf6-ff51-4fe6-b62c-57e30596d214,2025-06-29 18:56:11,Cincinnati,70,Woman,Web,8,4,4,1,Quality;UI,do minim adipiscing tempor adipiscing incididunt ut magna nostrud ea magna incididunt laboris et
986c0be8-5f79-4850-b4bd-8d694eb0e955,2025-06-13 02:49:29,Cincinnati,77,Woman,Mobile App,3,5,4,7,Support;Security;Integrations,ut commodo ut ex do ad dolor ut et ea consectetur aliquip lorem ut
2738db8a-29e7-486d-b0d8-0643e6fc8037,2025-07-05 12:02:15,Cincinnati,68,Woman,Web,7,2,4,6,Support;Integrations;Security,tempor sit nostrud magna magna laboris incididunt amet tempor adipiscing labore elit ut do
c0545e0d-8862-49a3-aa0a-4189b3172362,2025-09-08 11:51:11,Cincinnati,18,Woman,Phone,7,3,4,4,Integrations;Quality,ad aliquip et amet lorem ut labore ipsum dolor elit ut ut ex do
4a76414c-fdd4-4bd7-b0ed-fbd5efc4ad72,2025-06-23 16:15:03,Columbus,23,Man,Mobile App,7,4,4,4,Security,ad aliqua ullamco dolore quis dolore dolore nisi nostrud labore ad ad ex adipiscing
7bb57be8-5ed6-475f-8649-becb8c713f49,2025-07-15 10:25:05,Cincinnati,48,Man,Web,8,3,4,5,Price,nisi adipiscing sit elit aliquip magna incididunt aliqua minim ut eiusmod ut nisi consectetur
0fda51d2-d0b3-4dd7-ab7d-601d0347ae60,2025-06-23 06:30:56,Louisville,26,Man,Web,6,4,1,6,UI;Integrations,consectetur incididunt et sit nisi eiusmod dolor consectetur eiusmod incididunt sed ad nisi ut
ce0146c1-c5d7-4863-b350-1755d1c55a59,2025-06-01 01:45:27,Cincinnati,48,Woman,Web,6,2,1,1,Quality;Support,sed ad do do ipsum lorem ut dolor sed magna nisi enim dolor nisi
b6245388-c713-4607-9bcb-ccff600e093a,2025-08-02 14:49:39,Cincinnati,74,Woman,Web,5,4,4,7,Security,ut ad ipsum veniam ea ut ad ullamco ipsum incididunt enim nisi ex eiusmod
c843ac28-db75-41c3-9ed0-969f8a235cdb,2025-06-07 10:20:45,Cincinnati,37,Man,Web,6,3,3,6,Price;UI;Quality,exercitation sit amet labore ut magna exercitation nisi ut nisi do magna dolore aliqua
7a5b9ebf-6390-40c5-847a-4bc1d0b01512,2025-06-30 01:36:37,Columbus,39,Woman,Web,5,3,5,3,UI;Price;Security,aliqua commodo adipiscing do dolor ut aliquip magna dolor quis elit adipiscing exercitation commodo
43e1df8e-cf1f-4159-aa8f-d12fdeb07602,2025-08-19 06:53:23,Cincinnati,82,Woman,Mobile App,9,1,2,3,Security,tempor nostrud labore nostrud laboris quis nisi consequat ex lorem ut elit sed minim
c6110963-3872-4fe6-8096-12119af16212,2025-07-02 05:24:39,Columbus,29,Man,Mobile App,7,5,4,3,Integrations;Price,consectetur dolor amet enim amet nisi dolore exercitation veniam enim ipsum aliquip veniam enim
95252126-f54a-4258-8de0-103d2886c333,2025-08-04 22:48:52,Cincinnati,57,Man,Mobile App,7,2,3,5,Quality,tempor tempor veniam aliquip ut ad tempor magna dolor tempor elit aliqua eiusmod ut
c96b230a-8303-46bc-96f8-3fe146ff6a69,2025-06-16 02:53:56,Cincinnati,25,Man,Phone,8,3,3,3,Security,labore veniam commodo commodo dolor ipsum enim lorem amet et elit magna incididunt adipiscing
3a49fd66-e7a4-490c-85b7-3e65c9307634,2025-06-25 10:52:46,Louisville,24,Man,Mobile App,8,4,1,1,Quality,aliquip nisi quis enim incididunt enim et aliquip adipiscing do do ipsum amet sed
048c6685-6b6f-4e09-904b-4733133e3ec7,2025-06-10 11:38:46,Cleveland,76,Woman,Web,7,4,4,6,Price;Security,ea tempor adipiscing sed minim et ea ad commodo ex dolore lorem aliquip adipiscing
bd9fe1d4-68f7-42a9-8ffc-8ddb02270964,2025-07-22 17:42:42,Cincinnati,72,Woman,Web,4,5,2,4,UI;Integrations;Support,ipsum labore enim tempor aliqua nostrud ut veniam quis quis commodo ipsum consequat aliqua
deadd03b-89d6-4867-9661-d36e5357b85c,2025-08-10 11:46:32,Columbus,18,Woman,In-person,7,4,2,6,Price,ad amet amet adipiscing sed minim enim elit lorem sit adipiscing amet veniam et
be9ac23c-2755-4ddf-ae22-5734979fe2b3,2025-08-25 17:04:45,Dayton,25,Woman,Web,5,2,4,3,Support;Security,exercitation dolor sit ad ut dolor enim veniam eiusmod sed tempor incididunt et nisi
0d5f65d6-2d7d-4868-a4cf-370e0c61f95d,2025-08-04 10:10:01,Cincinnati,50,Man,Web,9,4,4,3,Security;Support,adipiscing exercitation ex lorem nisi ex sed do laboris laboris labore tempor labore ea
b5b3b9f8-21fb-4699-9099-3f87fcc4337f,2025-06-12 06:09:29,Cincinnati,40,Woman,Web,10,3,3,5,Price;Support,ea adipiscing ea sed elit sed consequat amet ex ad tempor laboris ut consectetur
1dd47ac7-e7b4-482e-a95e-2d4847a2478c,2025-07-31 13:55:33,Columbus,82,Woman,Web,6,3,4,5,Security,sit ea veniam elit sit do eiusmod ut do exercitation ut aliqua adipiscing tempor
7b55f7d3-a435-4641-bf9f-b9f8a075be99,2025-07-18 23:42:03,Louisville,69,Woman,Mobile App,7,5,4,4,Security;Support;Price,adipiscing ullamco sit quis ad tempor enim commodo quis magna ut elit enim ut
8247514d-9ef4-4928-b3f1-be8c7cf895dc,2025-07-12 23:43:07,Cincinnati,66,Woman,Mobile App,0,4,4,5,Security,aliquip ut aliquip et ut enim adipiscing dolor tempor laboris consequat ex laboris dolor
f58b495f-0da6-4f1d-b34c-f3be46bb507f,2025-08-22 04:58:21,Louisville,63,Woman,In-person,8,5,4,3,Quality;Integrations;Speed,adipiscing consectetur ad elit laboris amet adipiscing magna veniam exercitation aliqua ad consectetur dolor
103e6309-f0c7-4e09-bcf2-62f6b32599b1,2025-09-10 06:31:06,Louisville,33,Woman,Web,9,3,1,1,Security,sit elit exercitation ut consequat incididunt commodo dolor aliquip exercitation consectetur laboris veniam ullamco
912504b5-08f0-4f4a-940c-f60dd1b81377,2025-06-04 22:36:03,Cleveland,49,Woman,In-person,5,4,4,4,Integrations;UI,consectetur labore ea sed veniam nostrud et minim exercitation eiusmod consectetur ut amet ex
ca884ebc-2392-47a7-826b-d6bd4dc1957d,2025-07-28 06:31:30,Louisville,45,Man,Web,7,4,5,3,Speed;Support,adipiscing ea magna quis consequat ut labore ut ex amet sed labore tempor adipiscing
5ca5249d-0e6f-4782-849e-5bd91499cda2,2025-07-12 22:12:23,Dayton,29,Man,Web,10,4,3,4,Support;Speed,aliquip ex dolor ad nostrud ut et tempor ut elit enim ut aliqua nisi
813ac1f6-bbf6-4b0d-9519-9acacc59c314,2025-08-01 10:12:36,Cincinnati,52,Man,Web,6,4,1,2,Integrations;Quality;Security,lorem consequat elit nostrud veniam lorem lorem ex incididunt incididunt consequat lorem veniam sed
6c15863b-6ae2-4525-bd6b-0c4d08afbe18,2025-06-09 14:18:04,Cincinnati,26,Woman,Mobile App,4,3,1,6,Security;Speed,ad ut exercitation labore consequat veniam sed sit ad aliquip enim eiusmod adipiscing sit
722e362b-bae9-49b0-8b1b-d644d2a33ae0,2025-07-21 00:26:38,Cincinnati,65,Woman,Mobile App,9,4,5,4,Support;Price,laboris eiusmod ut ad ut laboris enim ut commodo do nisi do sit nostrud
05c68d78-60a8-45c2-9d81-a5294d5a8c1d,2025-07-01 23:11:15,Cincinnati,20,Woman,Mobile App,8,5,3,2,Support,dolore exercitation aliquip eiusmod ipsum exercitation laboris labore aliqua quis tempor ut et labore
61fea6bc-6f1c-49f6-8cc7-b22d5e86d8ae,2025-07-23 06:01:07,Dayton,29,Woman,Web,10,5,3,2,Support;Price,consectetur sed adipiscing ut lorem ullamco ex ad incididunt tempor minim dolor amet aliqua
dc06d41f-a9bb-4f81-abbd-3f529156d237,2025-09-04 12:50:49,Cincinnati,56,Woman,In-person,4,4,4,2,Quality,lorem sed labore ipsum ea ut veniam eiusmod eiusmod labore ut ut ad amet
b0b7c398-0911-430a-b86d-f34aaba7e18a,2025-06-13 01:04:35,Cincinnati,32,Woman,Web,4,2,3,7,Speed;Security,incididunt ea dolore laboris ut et lorem magna aliquip do quis ut consectetur ut
8e2c5201-39a4-4fde-9d62-d4a0a0b46de0,2025-07-21 10:08:20,Cincinnati,18,Man,Web,8,2,4,2,Quality;Integrations;Price,magna labore veniam ipsum incididunt lorem adipiscing nostrud veniam dolore consectetur veniam nostrud consectetur
aca9ab85-8043-45e8-adfe-051b480892ee,2025-09-04 18:05:47,Cincinnati,53,Woman,Phone,10,4,3,7,Support;UI,elit adipiscing ut minim ex ad ad enim ut amet aliqua elit et tempor
94190890-3e55-434d-b82b-53d911563358,2025-07-21 06:36:50,Dayton,78,Man,Mobile App,8,1,5,1,Integrations;UI,do magna ut ut ullamco nostrud amet tempor dolor consequat ex ut ipsum elit
2c59beee-f719-4ac9-8b3a-92b558b6a8b2,2025-06-22 22:02:12,Cincinnati,19,Woman,Web,9,5,5,6,Support;Quality,adipiscing labore ut veniam et amet labore dolor aliquip consequat lorem sit aliquip nisi
fb9996ad-8488-4ccd-a122-ba63c55d5d1a,2025-08-06 00:26:11,Cleveland,42,Man,Mobile App,6,3,2,3,Integrations;Support;Quality,consequat magna ut dolor sed commodo elit incididunt ipsum ex ullamco et aliqua incididunt
95ba5e13-cbe4-495b-ac6a-2f2857db1f04,2025-08-22 19:24:52,Louisville,84,Man,In-person,8,3,5,4,Speed;Quality;Support,tempor do lorem enim adipiscing quis consequat adipiscing consequat consectetur do consequat labore ex
15ae751d-aa64-4955-90f2-94060637987c,2025-09-04 09:42:53,Cincinnati,72,Man,Web,9,2,3,3,Support;UI;Quality,laboris amet amet amet nisi commodo quis sit sit aliquip adipiscing nisi ex aliquip
481ac6d0-da8d-4213-a167-ba302cc0ef6c,2025-09-08 09:11:15,Dayton,34,Man,Web,7,3,3,3,Price,veniam aliqua nisi nostrud dolor nisi tempor exercitation aliquip ad et dolor et ullamco
7b61a252-17db-49ad-b60e-565341b2f9aa,2025-06-18 17:26:39,Cleveland,81,Man,Web,8,4,4,4,UI;Price,magna minim sit veniam labore amet dolor consectetur sit ex sed consequat labore veniam
88b6fcd4-b8d1-4da6-a607-26be551024cd,2025-06-14 07:40:29,Cincinnati,38,Prefer not to say,Mobile App,9,5,5,6,Support;Quality;Speed,incididunt dolore ut elit amet ut ullamco eiusmod et do ea ut commodo incididunt
c84435b3-6c5a-455a-a46b-f97a4dab3fa1,2025-09-01 02:28:34,Louisville,26,Man,Web,7,4,4,1,UI;Support;Quality,consectetur aliqua adipiscing ut veniam amet do dolore magna adipiscing tempor ut ex incididunt
cb8f582b-7c89-4b3b-bbaa-e4e3c82e486a,2025-08-02 04:46:43,Louisville,42,Man,Web,1,4,3,6,Support,exercitation ut lorem nostrud elit ut sed tempor minim adipiscing laboris labore ipsum ut
7d809e39-1f76-4836-b86c-21d0f2b13754,2025-08-07 18:02:48,Cleveland,40,Man,Mobile App,5,3,4,4,UI,lorem magna ea do sit ipsum consectetur aliqua quis amet lorem do do consequat
476d1e1a-be64-4af8-98db-7073625f4a1c,2025-06-30 21:42:29,Columbus,35,Man,Mobile App,5,3,2,2,Speed,enim exercitation eiusmod ad exercitation minim minim lorem ullamco ut nostrud ut eiusmod nostrud
6929d210-f607-4564-bdb3-6da441bf7243,2025-06-13 07:18:29,Louisville,80,Woman,Web,7,3,4,5,Price;Quality,aliqua tempor amet elit veniam consectetur sit commodo ullamco ullamco ut ullamco aliqua adipiscing
dea6b7c2-0c23-4145-9a47-f2b68681aacf,2025-08-31 04:53:19,Cleveland,43,Woman,Mobile App,6,3,3,2,Speed,quis amet ut ut commodo aliqua dolore ullamco elit lorem consequat consequat ut commodo
2414f82f-d7bd-43db-b3fd-0c2ecc563cbb,2025-09-05 05:06:52,Cincinnati,77,Man,Phone,10,1,3,3,UI;Speed,magna ut elit ad minim eiusmod lorem consequat adipiscing tempor magna ad magna consequat
3a8271ff-d7c9-48a4-975a-a33608cf03bf,2025-08-10 09:03:58,Cincinnati,33,Man,In-person,6,4,4,5,Integrations;Speed,consequat magna amet ut consequat ex ex ex minim do sed exercitation enim sed
d170ab55-f05f-4e80-8b11-d1f293bf79f5,2025-06-04 01:43:18,Louisville,83,Man,Phone,1,4,4,5,Security;Quality;Speed,ad commodo sit eiusmod dolore consequat ad dolor elit dolor et labore ipsum dolor
59817de0-e5eb-4995-9a03-40fc9c7e20c3,2025-07-15 09:34:10,Cincinnati,68,Prefer not to say,Phone,8,5,3,3,Speed,aliqua ipsum ut exercitation laboris laboris dolor dolor sed minim laboris ea veniam minim
ad07eade-7ade-4688-8764-0b141a93c168,2025-07-12 10:17:50,Columbus,53,Man,Web,0,2,4,5,Integrations;UI;Speed,adipiscing nisi eiusmod lorem veniam labore sed amet enim incididunt eiusmod lorem aliqua magna
2ba9dceb-eb77-4746-9c69-d2e6d1f9d3bc,2025-08-13 02:59:17,Cincinnati,19,Man,Mobile App,7,3,5,5,Support;Security,do veniam veniam minim quis aliqua dolor adipiscing lorem do consequat aliquip minim enim
9d8c4dba-7996-46e1-8e22-56d142ddfa39,2025-07-09 22:04:17,Cleveland,31,Woman,Mobile App,6,2,3,6,Quality;Security;Integrations,amet dolor ipsum enim sit consequat elit commodo ad elit enim labore amet amet
ce2faee5-accd-4dd8-a922-07e4c0f643d6,2025-06-14 01:51:27,Dayton,65,Man,Web,2,3,2,4,UI;Security,magna aliquip nisi et amet enim incididunt ipsum ut dolore ex incididunt exercitation nostrud
d2bc4775-bb6f-4cb7-a5bc-0905f182f2ba,2025-08-01 08:27:10,Cleveland,38,Man,Web,3,2,5,5,Security;Speed;Integrations,elit aliquip veniam enim ut adipiscing incididunt dolore ad ullamco elit elit magna minim
4ecb5621-5693-4cba-8981-4a59fb78e97f,2025-07-14 02:40:26,Cincinnati,19,Man,Web,7,2,3,3,Security;Integrations,nostrud sit exercitation consequat veniam amet ut minim amet elit ut labore tempor commodo
738df4e8-11b6-4038-8bbf-b1143288745a,2025-08-10 03:51:31,Cincinnati,48,Man,Mobile App,7,5,5,5,Security,incididunt exercitation laboris incididunt consequat elit quis laboris aliquip ut do quis consectetur exercitation
fcf3320b-02e9-494b-ad8e-e4dab568e9b1,2025-06-03 17:12:06,Cincinnati,70,Woman,Mobile App,8,4,3,1,Support;Price;UI,sed quis tempor ut consectetur ipsum labore minim enim dolore laboris ipsum magna nostrud
6f539588-bf87-458b-9003-b8c070cd6ea9,2025-09-03 13:54:11,Cincinnati,85,Man,Web,0,5,5,5,Speed,nostrud ex aliqua sit aliquip exercitation aliqua consectetur ex et elit ut lorem ut
42bf1f4e-19a4-476c-a197-ce5cf43c53eb,2025-08-12 20:19:31,Cincinnati,79,Man,Web,10,5,1,7,Integrations;Support,ut et ut et adipiscing nisi dolor ad magna commodo labore ut consequat consectetur
118be4a9-5d41-45d6-9cfa-2465e3b248b2,2025-08-29 02:05:45,Cincinnati,39,Non-binary,Web,8,1,3,5,Speed,laboris enim adipiscing incididunt laboris ex nostrud consequat amet aliquip do veniam nostrud et
3bb389f9-676d-4693-a217-751a15579a00,2025-06-18 16:41:55,Columbus,22,Woman,Web,8,5,3,7,Support;Quality,adipiscing incididunt ut commodo labore enim amet eiusmod consequat ut consectetur ut ipsum elit
699af40d-865f-48fe-bf72-c55d911175c2,2025-06-13 02:09:47,Cincinnati,82,Man,Web,9,4,5,6,Speed,lorem magna minim minim dolor dolor exercitation nostrud veniam tempor eiusmod enim dolor exercitation
5157d8ce-b618-449f-98df-ba501135e36f,2025-07-24 00:24:58,Cincinnati,79,Man,Web,7,4,3,4,Integrations;Price;Security,exercitation commodo ea enim commodo aliquip aliqua quis ut ut ad ex ipsum amet
3c4a7455-3722-4332-b103-33422dae2ec1,2025-06-13 19:17:49,Louisville,75,Man,Phone,7,3,5,2,Price;UI,lorem enim nostrud do tempor laboris aliqua laboris incididunt eiusmod et exercitation incididunt enim
f6fbea2f-0e87-447c-908c-fd7d58b0a59c,2025-06-18 18:44:29,Cincinnati,71,Man,Mobile App,0,5,5,3,Speed,ut magna ex aliquip dolor do commodo commodo exercitation nostrud labore ad ut ipsum
75c77133-1396-486f-a7fc-336ea6231dda,2025-07-01 04:15:08,Columbus,50,Woman,Mobile App,3,5,2,3,Quality;Support,magna ipsum commodo ad et laboris labore do minim veniam nostrud exercitation elit ut
f90fb1ae-cab9-4040-be74-e332b3196952,2025-08-25 20:49:42,Cincinnati,31,Woman,Web,10,2,2,4,Integrations;UI;Speed,labore veniam nostrud aliquip minim ipsum ut et do consequat eiusmod ut incididunt tempor
6d08b851-c79e-4f06-8f19-97d7eb1fa20d,2025-08-22 23:35:25,Cleveland,38,Woman,Mobile App,6,4,4,3,Support;Speed;Quality,magna labore magna tempor ullamco quis commodo consequat labore dolore incididunt magna quis ex
4948a241-9ef1-4b25-8be3-4318546c59e1,2025-07-12 11:16:49,Cincinnati,35,Woman,Web,5,3,4,1,Security,enim veniam lorem ad consectetur ea adipiscing exercitation ex ullamco labore aliqua minim magna
6c3e0e54-931c-459c-9b30-77973367f5a0,2025-09-01 11:08:27,Cleveland,29,Man,Web,10,3,5,4,Quality;Integrations,dolore dolore magna dolor ut et minim lorem ipsum aliqua ipsum minim adipiscing minim
c34f6f65-48f7-46b2-8043-1a95be222418,2025-06-22 22:34:31,Columbus,38,Woman,Mobile App,9,4,5,4,Price,nisi eiusmod exercitation eiusmod commodo elit laboris labore nisi sit exercitation amet ullamco minim
62686cf6-c684-483c-abb8-6eefe4707b36,2025-06-04 22:15:29,Cincinnati,51,Man,Web,4,1,5,3,Speed;Security;Integrations,dolore ipsum veniam do ipsum quis sit sit ut dolor enim exercitation ullamco consequat
3925b82d-429b-4027-900e-28211f1bfed7,2025-07-07 02:28:12,Cincinnati,83,Man,Web,5,2,5,7,Security,ut aliquip ex elit ullamco ullamco amet ipsum quis et nostrud ut dolore incididunt
0718343a-aca6-4d81-9efd-3493b1b3709c,2025-08-12 22:20:38,Dayton,59,Man,Web,2,4,4,5,Integrations;UI,laboris aliquip quis lorem nostrud incididunt adipiscing consequat lorem veniam ut magna consequat aliqua
2943ea8f-c134-4bda-9571-0db56e4aabf3,2025-08-26 08:01:42,Columbus,60,Man,Mobile App,7,5,1,7,Price;Integrations;UI,adipiscing amet lorem amet dolor tempor do et do eiusmod consequat eiusmod sit veniam
fa490789-3c15-49c4-a509-551386d3ec14,2025-06-23 20:53:39,Cincinnati,23,Woman,In-person,9,1,3,1,Integrations;Price;Quality,ut enim minim magna ea minim elit enim consequat sit ullamco et ea commodo
355fcf2a-9264-4016-8e18-1994410d9838,2025-06-26 20:17:07,Columbus,76,Non-binary,Mobile App,9,3,5,4,Support;Price,incididunt minim laboris enim ad amet ut eiusmod commodo laboris aliquip commodo consectetur sit
f44c521a-09eb-4b1f-a17b-a9be8a23ef8f,2025-07-16 08:41:28,Cincinnati,35,Woman,Web,8,2,4,5,Support;Speed;Price,ullamco incididunt aliqua ex aliqua ex tempor enim sed ut do do veniam ad
bad36c53-493e-4e62-9eeb-e7f10c682237,2025-09-11 10:24:38,Cincinnati,32,Woman,Web,6,3,3,7,Price;Support;Security,elit tempor nisi ea dolore incididunt sit ut labore et dolor adipiscing consequat nostrud
b3bab3c7-2d15-42f6-9817-f5fd9883307e,2025-06-16 01:21:59,Dayton,33,Man,Mobile App,2,4,4,4,Quality;Price,do dolor nisi ipsum magna ex tempor minim veniam ea ullamco sit exercitation amet
d54b8a10-5438-4883-8122-619b1b541ab3,2025-06-06 07:49:03,Cincinnati,34,Non-binary,Web,6,4,4,7,Support,quis sed et do commodo elit ullamco ipsum ex laboris ipsum ut incididunt lorem
3d7c6fca-a795-49e4-8593-b95605b035bd,2025-08-09 09:59:58,Louisville,48,Woman,Mobile App,7,4,5,4,Quality;Support;UI,eiusmod minim quis dolor nisi elit ipsum ut aliqua exercitation consectetur nostrud consequat nisi
22256c36-0665-452b-98e1-5e8d3b473f0f,2025-06-23 19:20:45,Cincinnati,76,Woman,Web,7,3,1,5,Price;Security;Quality,minim eiusmod magna et ad magna ut lorem elit incididunt commodo do ullamco ut
0cc3ce98-371b-4472-a67e-157a04e2e9fa,2025-07-10 17:47:37,Cincinnati,39,Woman,Mobile App,9,3,2,6,Integrations;Quality;UI,ut nisi minim nostrud ut enim elit et laboris adipiscing ad sit commodo veniam
14ccb681-0404-4fba-974d-7ca65b42ddcd,2025-06-11 22:06:29,Cleveland,28,Man,Web,7,3,4,4,Security,ullamco consectetur ipsum aliquip consectetur tempor ullamco ut amet tempor aliqua et labore amet
0fa577cc-3dfc-41ab-9f0e-c6a96bdbecbf,2025-07-17 20:22:29,Dayton,64,Man,Web,6,4,5,1,Speed;UI;Security,aliqua do ipsum minim ut laboris magna amet aliqua magna ex sit labore labore
04d313de-234e-45ef-b1a6-97a27919c745,2025-08-06 04:13:36,Cincinnati,65,Man,Web,8,2,3,6,Price;Integrations,adipiscing enim eiusmod aliqua consectetur consequat commodo dolore dolor veniam enim ad lorem veniam
714aef54-70c9-4c2d-9da6-8a2fc9c99a85,2025-07-05 04:35:00,Cincinnati,27,Woman,Web,3,5,4,2,Price;Speed,laboris veniam eiusmod ea aliqua aliqua sit ad consectetur ea aliqua veniam quis tempor
a37a1ac2-a87b-49e9-b8e8-6de942f13150,2025-08-18 21:20:55,Columbus,41,Man,Web,7,3,2,6,Support;Security,labore ipsum ea do ullamco et et amet et aliquip quis enim labore ullamco
f6075752-58c8-4d35-934f-10604f82f4a6,2025-07-14 04:11:43,Dayton,50,Man,Mobile App,7,5,3,2,UI,dolore et ullamco ex labore amet ex magna tempor ut enim enim sed ad
dcbb7231-2a9a-43a5-9339-b791a2852b99,2025-07-07 00:19:13,Columbus,25,Woman,In-person,8,1,5,3,Quality;Security,tempor consequat elit sit et consectetur adipiscing sit enim amet do quis veniam nisi
2a6b76b4-4148-443b-ba90-e2b675604c2d,2025-06-16 16:43:20,Columbus,35,Woman,Mobile App,4,5,4,2,Support,dolor quis elit ad ut eiusmod ut amet ut quis exercitation lorem sit ea
4366b44c-9e35-435e-8bb3-c053a1160cca,2025-07-14 23:43:41,Cincinnati,75,Man,In-person,7,4,3,4,Price;Speed;Support,lorem veniam dolore veniam ut aliquip aliqua consectetur nisi ipsum adipiscing nostrud ad do
7dda0829-e905-4c5f-a14d-5b37cd26ba24,2025-08-22 08:35:34,Columbus,80,Man,Web,8,3,4,5,Price;Support,lorem sed amet do do dolor eiusmod incididunt et ad lorem sed ut incididunt
5a8249cf-323b-4370-8468-fd931fc957d7,2025-06-21 00:34:41,Cincinnati,47,Woman,Web,2,3,4,5,Quality;Security;Speed,enim ut minim adipiscing elit ad nostrud incididunt veniam incididunt ullamco sit magna veniam
77f87797-e715-41b2-bc7d-b35a1400a744,2025-07-23 18:45:58,Columbus,32,Woman,Mobile App,4,5,5,3,Quality,sit amet magna laboris ea incididunt tempor enim ea elit dolore ea ad incididunt
d245f4ae-00cf-4ece-87bb-2d5a5284e99a,2025-06-07 05:36:39,Cincinnati,36,Woman,Phone,10,3,5,5,Security,aliqua veniam ut amet elit dolore consequat ipsum dolor nostrud nisi quis minim sit
36e16f90-18e5-42e8-9970-3b66bc733299,2025-06-22 21:14:31,Dayton,75,Man,Web,6,3,5,4,UI;Quality;Integrations,enim quis ut dolor ut tempor amet dolor ut incididunt ex adipiscing commodo ad
c637d93f-615f-48a0-9275-eca6866a4e7b,2025-07-16 02:05:03,Cleveland,47,Woman,In-person,5,5,3,2,Support,et labore consequat sit incididunt ut ipsum dolore enim laboris aliquip consectetur labore incididunt
49d86ee8-3836-4323-a489-67d681711dea,2025-08-02 08:15:38,Dayton,38,Woman,In-person,7,2,3,5,Integrations,ullamco ipsum dolore exercitation ex do exercitation quis consequat eiusmod ea ea enim amet
2fd5dbdc-86ce-4279-88ee-e26b4ca27fb8,2025-07-09 02:14:37,Cincinnati,60,Woman,Web,8,5,3,2,Support;Integrations;Quality,eiusmod do do veniam incididunt ad adipiscing labore amet amet exercitation amet tempor commodo
8749e8e2-47f3-4244-8f95-4633f9d3f90a,2025-06-01 05:11:52,Cincinnati,24,Woman,Mobile App,10,2,3,7,Security;Integrations,consectetur et consectetur ut ex ullamco adipiscing eiusmod ullamco ut eiusmod ad elit veniam
3dca89da-b8ae-4517-a527-a012abcd1715,2025-06-13 16:20:11,Dayton,50,Woman,Phone,5,5,5,1,Quality;Integrations,labore ex veniam nostrud amet nisi elit consectetur et ad elit nisi minim elit
e6391bed-f99a-4b2d-b67c-7ed96c446ff4,2025-09-12 14:51:13,Cincinnati,51,Man,Web,6,1,3,3,Security,enim enim sed ad elit ut commodo lorem laboris consectetur veniam dolor dolore nisi
fb5ff2bd-8019-440b-8a65-9bec4171b7f5,2025-06-15 09:18:53,Cincinnati,54,Woman,Mobile App,9,4,3,7,Support;Integrations,lorem ipsum exercitation ut tempor consequat laboris ut quis dolore aliquip do et ut
f90c925a-3e26-40d4-8332-b183d5372b88,2025-07-30 19:20:53,Louisville,44,Man,Mobile App,6,3,4,5,UI;Support,elit do ut magna ex labore amet do ad ipsum exercitation dolor magna tempor
ed128424-703c-47f7-874c-7847207e1439,2025-08-06 14:09:49,Cincinnati,82,Woman,Web,9,2,5,5,Integrations;Speed,ad eiusmod sed labore ex ea ad ullamco adipiscing sed ea ad ex tempor
8d0b78f2-f16b-4701-af73-8553cf5e5fa0,2025-06-25 04:23:52,Cincinnati,63,Woman,Mobile App,10,3,1,6,UI;Speed;Support,enim adipiscing aliqua amet aliquip labore sed ut amet sed elit nostrud amet et
f847fe95-fabd-4c71-ac16-065b3ea3f479,2025-08-10 15:53:52,Cincinnati,78,Woman,Web,6,5,4,4,UI,do lorem magna amet sed sed exercitation labore eiusmod ut ad ut sed exercitation
70e7b5e2-2311-4cc1-bc42-6c2ec3196b95,2025-08-25 13:40:47,Columbus,54,Non-binary,Web,7,4,5,3,Support,aliqua eiusmod quis enim eiusmod consectetur amet ut aliquip quis laboris labore sit eiusmod
aa84ed9e-cc6f-43d5-a65e-26cad5eae542,2025-07-10 18:15:12,Columbus,74,Man,Web,2,5,5,6,Price,quis nisi ex tempor veniam laboris quis quis et nisi dolor adipiscing commodo minim
e865edd7-e490-48ad-9137-2ac4cd4b3fce,2025-07-08 10:56:25,Cincinnati,79,Man,In-person,7,4,5,7,Security,et labore minim amet consequat ex exercitation do aliquip ut nostrud adipiscing consectetur nisi
38150bc9-c80b-4b0e-84b6-20d27687ffd9,2025-06-17 10:10:48,Columbus,60,Man,Web,4,3,3,5,Speed,do tempor elit magna ea veniam tempor laboris ullamco lorem ut aliqua ut elit
36508156-af51-4fc9-97a8-b69f6b4fbf20,2025-08-18 15:10:34,Cleveland,19,Woman,Mobile App,7,2,1,1,Price,ad commodo sit dolor sit labore nisi dolor consequat ipsum ut dolor lorem ad
9f18fbf3-4cf5-4508-83d4-007d5d92e521,2025-07-17 16:00:55,Louisville,57,Man,Phone,7,2,5,5,Speed;Price,quis nostrud minim quis ullamco dolore et ut ut ipsum aliqua laboris aliquip dolor
23b6ba2c-b712-4ffd-a85f-e7af5179ae10,2025-07-27 07:53:07,Cincinnati,67,Man,In-person,10,3,5,6,UI,consectetur sed aliqua magna ex ut labore et amet lorem aliqua dolore lorem dolore
71ee2f16-05f2-42f6-bf58-896e92de0700,2025-08-05 23:51:21,Cincinnati,45,Woman,Mobile App,9,3,4,4,Support;UI,minim lorem labore labore quis lorem do tempor ex consequat incididunt aliqua ipsum ut
b872aa62-c768-4e3e-a64e-c493000b1282,2025-08-27 17:42:46,Cincinnati,45,Woman,Mobile App,8,4,5,4,Support,magna magna consequat nisi ut dolor aliqua consequat ea tempor incididunt ut ullamco quis
